"run_id","security_mode","baseline_name","sweep_name","sweep_variable","sweep_value","trial_index","trial_count","broker_count","partitions","replication_factor","min_insync_replicas","num_records","record_size_bytes","throughput_limit_records_per_sec","producer_count","consumer_count","batch_size","linger_ms","acks","compression_type","records_sent","throughput_records_per_sec","throughput_mb_per_sec","avg_latency_ms","max_latency_ms"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod1-compnone-trial1","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod1-compnone-trial1","1","3","5","6","3","3","100000","1024","1000","1","1","16384","5","all","none","100000","999.750062","0.98","4.83","518.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod1-compnone-trial2","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod1-compnone-trial2","2","3","5","6","3","3","100000","1024","1000","1","1","16384","5","all","none","100000","999.680102","0.98","4.72","503.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod1-compnone-trial3","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod1-compnone-trial3","3","3","5","6","3","3","100000","1024","1000","1","1","16384","5","all","none","100000","999.760058","0.98","4.8","509.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod12-complz4-trial1","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod12-complz4-trial1","1","3","5","6","3","3","100000","1024","1000","12","1","16384","5","all","lz4","100000","999.404576","0.96","81.5450068","7548.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod12-complz4-trial2","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod12-complz4-trial2","2","3","5","6","3","3","100000","1024","1000","12","1","16384","5","all","lz4","100000","999.601324","0.96","77.1717379","7280.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod12-complz4-trial3","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod12-complz4-trial3","3","3","5","6","3","3","100000","1024","1000","12","1","16384","5","all","lz4","100000","999.463556","0.96","80.2743605","7382.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod12-compnone-trial1","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod12-compnone-trial1","1","3","5","6","3","3","100000","1024","1000","12","1","16384","5","all","none","100000","998.593918","0.96","74.7689925","7240.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod12-compnone-trial2","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod12-compnone-trial2","2","3","5","6","3","3","100000","1024","1000","12","1","16384","5","all","none","100000","998.3453959999999","0.96","71.4141639","7161.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod12-compnone-trial3","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod12-compnone-trial3","3","3","5","6","3","3","100000","1024","1000","12","1","16384","5","all","none","100000","998.434053","0.96","74.1147942","7103.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod6-complz4-trial1","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod6-complz4-trial1","1","3","5","6","3","3","100000","1024","1000","6","1","16384","5","all","lz4","100000","999.609517","0.96","20.8899746","3523.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod6-complz4-trial2","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod6-complz4-trial2","2","3","5","6","3","3","100000","1024","1000","6","1","16384","5","all","lz4","100000","999.677639","0.96","22.8933328","3645.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod6-complz4-trial3","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod6-complz4-trial3","3","3","5","6","3","3","100000","1024","1000","6","1","16384","5","all","lz4","100000","999.685187","0.96","19.4000818","3823.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod6-compnone-trial1","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod6-compnone-trial1","1","3","5","6","3","3","100000","1024","1000","6","1","16384","5","all","none","100000","999.578263","0.96","18.5316814","3422.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod6-compnone-trial2","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod6-compnone-trial2","2","3","5","6","3","3","100000","1024","1000","6","1","16384","5","all","none","100000","999.577869","0.96","19.0900064","3487.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod6-compnone-trial3","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod6-compnone-trial3","3","3","5","6","3","3","100000","1024","1000","6","1","16384","5","all","none","100000","999.453932","0.96","19.6133049","3504.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod1-complz4-trial1","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod1-complz4-trial1","1","3","5","6","3","3","100000","1024","1000","1","1","65536","5","1","lz4","100000","999.70009","0.98","4.01","511.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod1-complz4-trial2","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod1-complz4-trial2","2","3","5","6","3","3","100000","1024","1000","1","1","65536","5","1","lz4","100000","999.720078","0.98","3.86","478.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod1-complz4-trial3","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod1-complz4-trial3","3","3","5","6","3","3","100000","1024","1000","1","1","65536","5","1","lz4","100000","999.730073","0.98","4.24","533.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod1-compnone-trial1","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod1-compnone-trial1","1","3","5","6","3","3","100000","1024","1000","1","1","65536","5","1","none","100000","999.740068","0.98","3.77","449.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod1-compnone-trial2","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod1-compnone-trial2","2","3","5","6","3","3","100000","1024","1000","1","1","65536","5","1","none","100000","999.70009","0.98","3.83","487.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod1-compnone-trial3","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod1-compnone-trial3","3","3","5","6","3","3","100000","1024","1000","1","1","65536","5","1","none","100000","999.720078","0.98","3.84","483.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod12-complz4-trial1","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod12-complz4-trial1","1","3","5","6","3","3","100000","1024","1000","12","1","65536","5","1","lz4","100000","999.504154","0.96","49.69333","7679.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod12-complz4-trial2","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod12-complz4-trial2","2","3","5","6","3","3","100000","1024","1000","12","1","65536","5","1","lz4","100000","999.652555","0.96","47.0815883","7539.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod12-complz4-trial3","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod12-complz4-trial3","3","3","5","6","3","3","100000","1024","1000","12","1","65536","5","1","lz4","100000","999.330372","0.96","50.8875196","7617.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod12-compnone-trial1","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod12-compnone-trial1","1","3","5","6","3","3","100000","1024","1000","12","1","65536","5","1","none","100000","999.212666","0.96","47.3740946","7307.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod12-compnone-trial2","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod12-compnone-trial2","2","3","5","6","3","3","100000","1024","1000","12","1","65536","5","1","none","100000","998.754582","0.96","46.9524236","7333.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod12-compnone-trial3","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod12-compnone-trial3","3","3","5","6","3","3","100000","1024","1000","12","1","65536","5","1","none","100000","998.913825","0.96","48.4682871","7390.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod6-complz4-trial1","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod6-complz4-trial1","1","3","5","6","3","3","100000","1024","1000","6","1","65536","5","1","lz4","100000","999.721327","0.96","16.7133264","3643.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod6-complz4-trial2","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod6-complz4-trial2","2","3","5","6","3","3","100000","1024","1000","6","1","65536","5","1","lz4","100000","999.637641","0.96","17.1550019","3983.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod6-complz4-trial3","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod6-complz4-trial3","3","3","5","6","3","3","100000","1024","1000","6","1","65536","5","1","lz4","100000","999.624878","0.96","14.2150332","3683.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod6-compnone-trial1","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod6-compnone-trial1","1","3","5","6","3","3","100000","1024","1000","6","1","65536","5","1","none","100000","999.704449","0.96","12.5999678","3485.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod6-compnone-trial2","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod6-compnone-trial2","2","3","5","6","3","3","100000","1024","1000","6","1","65536","5","1","none","100000","999.668179","0.96","14.1149718","3611.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod6-compnone-trial3","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acks1-prod6-compnone-trial3","3","3","5","6","3","3","100000","1024","1000","6","1","65536","5","1","none","100000","999.628302","0.96","13.83167","3802.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod1-complz4-trial1","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod1-complz4-trial1","1","3","5","6","3","3","100000","1024","1000","1","1","65536","5","all","lz4","100000","999.750062","0.98","5.33","560.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod1-complz4-trial2","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod1-complz4-trial2","2","3","5","6","3","3","100000","1024","1000","1","1","65536","5","all","lz4","100000","999.770053","0.98","5.36","540.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod1-complz4-trial3","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod1-complz4-trial3","3","3","5","6","3","3","100000","1024","1000","1","1","65536","5","all","lz4","100000","999.80004","0.98","5.24","527.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod1-compnone-trial1","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod1-compnone-trial1","1","3","5","6","3","3","100000","1024","1000","1","1","65536","5","all","none","100000","999.750062","0.98","5.21","528.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod1-compnone-trial2","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod1-compnone-trial2","2","3","5","6","3","3","100000","1024","1000","1","1","65536","5","all","none","100000","999.740068","0.98","5.37","542.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod1-compnone-trial3","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod1-compnone-trial3","3","3","5","6","3","3","100000","1024","1000","1","1","65536","5","all","none","100000","999.770053","0.98","5.28","526.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod12-complz4-trial1","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod12-complz4-trial1","1","3","5","6","3","3","100000","1024","1000","12","1","65536","5","all","lz4","100000","999.329396","0.96","57.5409967","7950.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod12-complz4-trial2","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod12-complz4-trial2","2","3","5","6","3","3","100000","1024","1000","12","1","65536","5","all","lz4","100000","999.536411","0.96","55.589968600000006","7342.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod12-complz4-trial3","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod12-complz4-trial3","3","3","5","6","3","3","100000","1024","1000","12","1","65536","5","all","lz4","100000","999.159526","0.96","56.0589551","7353.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod12-compnone-trial1","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod12-compnone-trial1","1","3","5","6","3","3","100000","1024","1000","12","1","65536","5","all","none","100000","999.112087","0.96","53.462747400000005","7122.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod12-compnone-trial2","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod12-compnone-trial2","2","3","5","6","3","3","100000","1024","1000","12","1","65536","5","all","none","100000","998.800197","0.96","50.1466868","7132.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod12-compnone-trial3","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod12-compnone-trial3","3","3","5","6","3","3","100000","1024","1000","12","1","65536","5","all","none","100000","999.040607","0.96","47.9341517","7195.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod6-complz4-trial1","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod6-complz4-trial1","1","3","5","6","3","3","100000","1024","1000","6","1","65536","5","all","lz4","100000","999.451909","0.96","16.8966425","3618.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod6-complz4-trial2","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod6-complz4-trial2","2","3","5","6","3","3","100000","1024","1000","6","1","65536","5","all","lz4","100000","999.636267","0.96","15.3883296","3679.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod6-complz4-trial3","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod6-complz4-trial3","3","3","5","6","3","3","100000","1024","1000","6","1","65536","5","all","lz4","100000","999.589022","0.96","16.5549733","3767.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod6-compnone-trial1","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod6-compnone-trial1","1","3","5","6","3","3","100000","1024","1000","6","1","65536","5","all","none","100000","999.51507","0.96","17.0049892","3626.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod6-compnone-trial2","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod6-compnone-trial2","2","3","5","6","3","3","100000","1024","1000","6","1","65536","5","all","none","100000","999.664249","0.96","15.3083265","3479.0"
"plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod6-compnone-trial3","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf3-isr3-msg1024-tps1000-batch65536-acksall-prod6-compnone-trial3","3","3","5","6","3","3","100000","1024","1000","6","1","65536","5","all","none","100000","999.625891","0.96","15.0033453","3541.0"
