producer_count,security_mode,metric,metric_label,count,mean,median,std,min,q25,q75,max
12,mtls,broker_cpu_percent_max_mean,Broker CPU max mean %,576,46.7171550925926,42.861000000000004,17.46033280097202,18.406,31.152500000000003,63.01716666666667,82.56
12,plaintext,broker_cpu_percent_max_mean,Broker CPU max mean %,575,50.951693913043485,48.702,12.682122656230044,19.868,41.837999999999994,60.74666666666667,84.46000000000001
12,tls,broker_cpu_percent_max_mean,Broker CPU max mean %,575,48.86083188405797,46.653333333333336,16.624977701018725,20.993333333333336,33.882,63.67333333333333,84.78333333333335
1,mtls,benchmark_client_memory_used_percent_mean,Benchmark client memory %,576,10.085350574853196,10.007094696969697,1.443613566256531,7.583043478260869,8.954027459954233,11.047034722222222,15.285154639175255
1,plaintext,benchmark_client_memory_used_percent_mean,Benchmark client memory %,575,10.93126372089731,10.886146788990825,0.7947054650262627,8.925108401084012,10.350076923076923,11.392232704402517,13.466129032258063
1,tls,benchmark_client_memory_used_percent_mean,Benchmark client memory %,576,10.925401430228517,10.70120859671302,1.0594910442496923,8.407913931186195,10.087801948051949,11.547706731337986,14.549901960784313
6,mtls,benchmark_client_memory_used_percent_mean,Benchmark client memory %,576,19.57560232191533,18.94750414593699,6.0234045430392085,9.861538461538462,14.592424659172448,24.58027010892334,33.33946666666663
6,plaintext,benchmark_client_memory_used_percent_mean,Benchmark client memory %,576,18.32882183968485,18.422762435154105,4.479930781538786,9.14377170466556,14.587794117647059,21.687749999999998,28.78205128205128
6,tls,benchmark_client_memory_used_percent_mean,Benchmark client memory %,576,20.484122058750444,19.325839285714284,6.099802126081448,11.65,15.772032510080646,25.22428912319645,33.27775147928994
12,mtls,benchmark_client_memory_used_percent_mean,Benchmark client memory %,576,27.402637919312657,24.677467261904763,9.965325021424468,7.758363430542827,19.7898086406518,36.59945599413866,49.64408602150537
12,plaintext,benchmark_client_memory_used_percent_mean,Benchmark client memory %,576,24.305522225183864,23.01405339265851,7.506032228822225,9.407138537138536,18.1115841813136,30.887276785714285,39.27390804597701
12,tls,benchmark_client_memory_used_percent_mean,Benchmark client memory %,576,28.20955265333071,25.271773210070812,9.86822770618618,8.918236029540036,20.667386101277522,36.74682145137263,50.044405940594054
1,mtls,broker_memory_used_percent_mean,Broker memory %,576,23.10929677435333,23.397199683172023,1.3713324351184553,12.408526294990724,23.001262223459015,23.600819187430744,24.93820518145855
1,plaintext,broker_memory_used_percent_mean,Broker memory %,576,23.34194546396692,23.399849329000983,0.9517202104029567,12.832862211760968,23.052729120626395,23.887313495598733,24.83018833071431
1,tls,broker_memory_used_percent_mean,Broker memory %,576,23.204304798911956,23.604166824334136,1.4467330625248496,12.689896058735837,23.189306574636994,23.81244456507272,25.11084886931466
6,mtls,broker_memory_used_percent_mean,Broker memory %,576,23.250962326156817,23.463942895522877,0.7534266754789268,15.5842060974034,23.08052653133036,23.67375460190461,24.35001970105579
6,plaintext,broker_memory_used_percent_mean,Broker memory %,575,23.432952186338138,23.45962560777428,0.5734341914028297,19.00183596360067,23.12781498643364,23.918059005252502,24.4645829341576
6,tls,broker_memory_used_percent_mean,Broker memory %,576,23.350374418767565,23.67619065716736,0.9376852221116845,17.308972771637485,23.223021116845196,23.865896218016864,24.53018451180718
12,mtls,broker_memory_used_percent_mean,Broker memory %,576,23.28743709666555,23.451367678257093,0.5812713686764216,20.17872630648508,23.059747443909238,23.732683708578282,24.116548442704644
12,plaintext,broker_memory_used_percent_mean,Broker memory %,575,23.455322445790713,23.490958028582256,0.5061534818693005,20.664684940955812,23.13099984628459,23.91520928251572,24.146118557666483
12,tls,broker_memory_used_percent_mean,Broker memory %,575,23.379654169924667,23.625051164968976,0.8289005933842816,20.30269578311196,23.229214318446875,23.891336681080563,24.35496801650052
1,mtls,benchmark_client_network_rx_bytes_delta,Benchmark client network RX bytes,576,18307805.479166668,11402433.0,15221392.70869699,645808.0,4697827.5,34604330.0,41118773.0
1,plaintext,benchmark_client_network_rx_bytes_delta,Benchmark client network RX bytes,575,15183113.88173913,14576136.0,12812795.434382854,419475.0,3206883.5,28879193.5,37888000.0
1,tls,benchmark_client_network_rx_bytes_delta,Benchmark client network RX bytes,576,18275303.614583332,17014359.0,15211107.982009115,589965.0,4540060.5,34762555.25,59602216.0
6,mtls,benchmark_client_network_rx_bytes_delta,Benchmark client network RX bytes,576,24446752.487847224,24617315.0,14505943.241154427,777127.0,14999337.5,39610117.75,42057046.0
6,plaintext,benchmark_client_network_rx_bytes_delta,Benchmark client network RX bytes,576,19712349.786458332,21508958.0,11815465.429086275,468031.0,12131661.25,31796316.75,34476212.0
6,tls,benchmark_client_network_rx_bytes_delta,Benchmark client network RX bytes,576,23984306.78125,23919016.0,14477883.837562535,687225.0,14167900.75,39404802.75,45218446.0
12,mtls,benchmark_client_network_rx_bytes_delta,Benchmark client network RX bytes,576,24306640.184027776,21779721.5,15126015.86987277,1054946.0,16122748.5,40366967.0,85183486.0
12,plaintext,benchmark_client_network_rx_bytes_delta,Benchmark client network RX bytes,576,19213126.796875,18706660.5,12017035.382914374,325067.0,11200516.0,31561636.25,34729906.0
12,tls,benchmark_client_network_rx_bytes_delta,Benchmark client network RX bytes,576,23705739.017361112,21299293.0,14930328.67622021,900814.0,12826199.0,40014899.75,42718538.0
1,mtls,benchmark_client_network_tx_bytes_delta,Benchmark client network TX bytes,576,3856321208.8350697,1056875372.5,4641358107.743882,104959336.0,112334207.0,10393365024.75,10425464868.0
1,plaintext,benchmark_client_network_tx_bytes_delta,Benchmark client network TX bytes,575,3840473933.6869564,1051503265.0,4625308095.475106,104425732.0,108486600.0,10347930761.5,10362115067.0
1,tls,benchmark_client_network_tx_bytes_delta,Benchmark client network TX bytes,576,3856799786.5069447,1056722238.5,4641710743.618166,104919065.0,112296169.5,10394407877.0,10415569327.0
6,mtls,benchmark_client_network_tx_bytes_delta,Benchmark client network TX bytes,576,3868030598.357639,1071976419.0,4641125409.661614,104877612.0,145506416.25,10399399956.25,10446080526.0
6,plaintext,benchmark_client_network_tx_bytes_delta,Benchmark client network TX bytes,576,3843484817.670139,1057335991.5,4622534567.306918,104533282.0,126991004.25,10352623308.25,10388416306.0
6,tls,benchmark_client_network_tx_bytes_delta,Benchmark client network TX bytes,576,3867657820.8524303,1070762820.0,4641805777.801965,104768322.0,144240131.5,10400865691.0,10440344176.0
12,mtls,benchmark_client_network_tx_bytes_delta,Benchmark client network TX bytes,576,3884567477.4322915,1068847881.0,4687297454.510678,105074694.0,139629155.0,10401596062.75,20803907662.0
12,plaintext,benchmark_client_network_tx_bytes_delta,Benchmark client network TX bytes,576,3842700346.2743053,1055588006.0,4623809432.0659485,104343590.0,124356734.0,10354138500.75,10385267510.0
12,tls,benchmark_client_network_tx_bytes_delta,Benchmark client network TX bytes,576,3866157761.3680553,1068803754.0,4642442256.133054,104863248.0,138612373.5,10401437094.0,10435599665.0
1,mtls,broker_network_rx_bytes_delta_mean,Broker network RX bytes mean,576,3430826550.5030093,1045186308.8,4246326467.304288,63156903.0,113651744.0,6852231806.483334,10431188387.2
1,plaintext,broker_network_rx_bytes_delta_mean,Broker network RX bytes mean,576,3400438295.8262734,1038413289.6666667,4211469835.159048,62749613.0,110876998.36666667,6594627784.299999,10359020931.4
1,tls,broker_network_rx_bytes_delta_mean,Broker network RX bytes mean,576,3439398799.3770833,1045075898.3666667,4257447322.789649,63064403.6,113643091.4,6831076532.75,10424855738.0
6,mtls,broker_network_rx_bytes_delta_mean,Broker network RX bytes mean,576,3483503542.7625003,1071028327.5,4306978974.881987,63100372.8,148235804.25,7286934006.4,10419732186.0
6,plaintext,broker_network_rx_bytes_delta_mean,Broker network RX bytes mean,575,3463152543.905508,1059987969.6,4284707771.0615373,62898849.0,136460291.7,8276883945.1,10354157439.6
6,tls,broker_network_rx_bytes_delta_mean,Broker network RX bytes mean,576,3483145054.4444447,1069357097.5,4307166981.61641,63015116.4,148377624.7,7287432702.616667,10419640017.0
12,mtls,broker_network_rx_bytes_delta_mean,Broker network RX bytes mean,576,3500217067.645949,1063697277.5666666,4358966138.148051,63216828.4,143210542.83333334,7286792442.35,20865416273.0
12,plaintext,broker_network_rx_bytes_delta_mean,Broker network RX bytes mean,575,3461765893.309449,1057173717.2,4285551521.727959,62721307.8,132584758.16666666,8278070831.5,10353297076.0
12,tls,broker_network_rx_bytes_delta_mean,Broker network RX bytes mean,575,3485783146.2453914,1062089441.6,4310572021.36685,63080276.2,142112397.4,8326244144.066668,10419499995.4
1,mtls,broker_network_tx_bytes_delta_mean,Broker network TX bytes mean,576,2544948445.2136574,791620709.1,3203440073.0655103,42488890.4,91885101.8,4453908877.966667,8385336228.8
1,plaintext,broker_network_tx_bytes_delta_mean,Broker network TX bytes mean,576,2517143713.4939237,782654495.7333333,3174754214.755597,42110089.2,90354002.75,4200327702.766667,8316650711.2
1,tls,broker_network_tx_bytes_delta_mean,Broker network TX bytes mean,576,2553317901.912963,791640568.1666667,3214685331.793444,42380876.4,93215891.75,4431720915.2,8372580494.8
6,mtls,broker_network_tx_bytes_delta_mean,Broker network TX bytes mean,576,2597534380.007755,790904612.8333333,3261311550.271812,42492392.8,122965417.44999999,4888189064.016666,8372050736.0
6,plaintext,broker_network_tx_bytes_delta_mean,Broker network TX bytes mean,575,2578745654.484522,831134233.0,3239703796.416951,42252313.4,111052348.2,5539489295.433333,8307276006.8
6,tls,broker_network_tx_bytes_delta_mean,Broker network TX bytes mean,576,2597055580.4153934,790976830.4,3261354895.032841,42400961.2,122800156.80000001,4887145849.866667,8371452290.4
12,mtls,broker_network_tx_bytes_delta_mean,Broker network TX bytes mean,576,2610893248.470023,788831111.8666667,3307069340.444445,42648852.2,118373342.6,4888488789.133333,16778933534.6
12,plaintext,broker_network_tx_bytes_delta_mean,Broker network TX bytes mean,575,2577290117.2528696,831043213.6,3240501012.6149015,42081991.0,107118053.46666665,5539562346.033334,8307689302.0
12,tls,broker_network_tx_bytes_delta_mean,Broker network TX bytes mean,575,2598940231.9352465,837003954.0,3264388596.989654,42502383.2,114174929.13333334,5580193640.55,8371666774.6
1,mtls,broker_network_rx_bytes_delta_total,Broker network RX bytes total,576,15259449764.92014,4243904887.0,19278123271.225807,315292303.0,561060414.0,31222256216.25,52155941936.0
1,plaintext,broker_network_rx_bytes_delta_total,Broker network RX bytes total,576,15138293625.574654,3230982131.5,19179157794.639458,313446583.0,551558827.75,31030827326.0,51795104657.0
1,tls,broker_network_rx_bytes_delta_total,Broker network RX bytes total,576,15300513751.67361,4243545362.0,19338342245.494984,315291672.0,567335105.25,31220826970.0,52088614074.0
6,mtls,broker_network_rx_bytes_delta_total,Broker network RX bytes total,576,15483676604.20486,4242377993.0,19529482156.00786,314611641.0,681070575.75,31227527939.5,52098660930.0
6,plaintext,broker_network_rx_bytes_delta_total,Broker network RX bytes total,575,15395491406.791304,5177599592.0,19425183147.539455,313763150.0,605764375.5,31037557446.5,51770787198.0
6,tls,broker_network_rx_bytes_delta_total,Broker network RX bytes total,576,15481666932.902779,4241552906.0,19530302211.324894,314480664.0,678202200.25,31226824322.75,52098200085.0
12,mtls,broker_network_rx_bytes_delta_total,Broker network RX bytes total,576,15568092840.77257,4243410236.5,19823709501.810333,314991067.0,663489505.5,31227233189.0,104327081365.0
12,plaintext,broker_network_rx_bytes_delta_total,Broker network RX bytes total,575,15389145940.031303,5177117213.0,19428954272.99188,313046022.0,597935869.5,31038361426.5,51766485380.0
12,tls,broker_network_rx_bytes_delta_total,Broker network RX bytes total,575,15478107077.189566,5205878544.0,19534834421.31809,314726711.0,611722416.0,31224858331.5,52097499977.0
1,mtls,broker_network_tx_bytes_delta_total,Broker network TX bytes total,576,11464416057.0,3215509400.5,14994801224.526882,211906426.0,459425509.0,20949366876.5,41926681144.0
1,plaintext,broker_network_tx_bytes_delta_total,Broker network TX bytes total,576,11354428155.713541,2214740367.0,14910239869.099165,210183339.0,451770013.75,20779677625.75,41583253556.0
1,tls,broker_network_tx_bytes_delta_total,Broker network TX bytes total,576,11504665357.54514,3215114681.0,15055071855.852001,211869031.0,466079458.75,20945869350.0,41862902474.0
6,mtls,broker_network_tx_bytes_delta_total,Broker network TX bytes total,576,11688338483.994791,3214646583.0,15241344351.767384,211416566.0,581896484.5,20949244639.75,41860253680.0
6,plaintext,broker_network_tx_bytes_delta_total,Broker network TX bytes total,575,11605796968.603477,4155671165.0,15139406402.94311,210473831.0,510221148.5,20780914622.5,41536380034.0
6,tls,broker_network_tx_bytes_delta_total,Broker network TX bytes total,576,11685910789.824654,3212885477.0,15241883830.50556,211299260.0,579530394.5,20945802708.5,41857261452.0
12,mtls,broker_network_tx_bytes_delta_total,Broker network TX bytes total,576,11755917688.345486,3215939906.0,15491117779.284973,211879393.0,564399264.5,20949528688.75,83894667673.0
12,plaintext,broker_network_tx_bytes_delta_total,Broker network TX bytes total,575,11599236979.450436,4155216068.0,15143048531.7043,209739340.0,501489834.5,20780263023.0,41538446510.0
12,tls,broker_network_tx_bytes_delta_total,Broker network TX bytes total,575,11684403666.26261,4185019770.0,15250812677.503675,211697694.0,511647149.0,20947798561.5,41858333873.0
1,mtls,benchmark_client_disk_read_sectors_delta,Benchmark client disk read sectors,576,431.44444444444446,0.0,10265.396464835,0.0,0.0,0.0,246584.0
1,plaintext,benchmark_client_disk_read_sectors_delta,Benchmark client disk read sectors,575,239.09739130434784,0.0,4403.566177848227,0.0,0.0,0.0,102536.0
1,tls,benchmark_client_disk_read_sectors_delta,Benchmark client disk read sectors,576,132.05555555555554,0.0,2897.6011145662887,0.0,0.0,0.0,69560.0
6,mtls,benchmark_client_disk_read_sectors_delta,Benchmark client disk read sectors,576,6.291666666666667,0.0,99.39859957374762,0.0,0.0,0.0,2120.0
6,plaintext,benchmark_client_disk_read_sectors_delta,Benchmark client disk read sectors,576,28.47222222222222,0.0,593.899541921916,0.0,0.0,0.0,14224.0
6,tls,benchmark_client_disk_read_sectors_delta,Benchmark client disk read sectors,576,206.06944444444446,0.0,4618.865823465483,0.0,0.0,0.0,110904.0
12,mtls,benchmark_client_disk_read_sectors_delta,Benchmark client disk read sectors,576,2.625,0.0,53.988665863000044,0.0,0.0,0.0,1288.0
12,plaintext,benchmark_client_disk_read_sectors_delta,Benchmark client disk read sectors,576,51.22222222222222,0.0,927.3116793275516,0.0,0.0,0.0,22040.0
12,tls,benchmark_client_disk_read_sectors_delta,Benchmark client disk read sectors,576,40.041666666666664,0.0,543.0845017505717,0.0,0.0,0.0,11552.0
1,mtls,benchmark_client_disk_write_sectors_delta,Benchmark client disk write sectors,576,33648.625,31020.0,15776.30321253428,6152.0,25312.0,40264.0,271848.0
1,plaintext,benchmark_client_disk_write_sectors_delta,Benchmark client disk write sectors,575,31256.65391304348,29280.0,25860.726587261488,6176.0,24868.0,33944.0,462888.0
1,tls,benchmark_client_disk_write_sectors_delta,Benchmark client disk write sectors,576,31881.708333333332,27636.0,88461.80552126211,6208.0,22460.0,32438.0,2127912.0
6,mtls,benchmark_client_disk_write_sectors_delta,Benchmark client disk write sectors,576,47714.291666666664,44496.0,12020.295142126064,16784.0,38936.0,56800.0,81616.0
6,plaintext,benchmark_client_disk_write_sectors_delta,Benchmark client disk write sectors,576,44619.47222222222,42144.0,21780.652259116614,17016.0,38062.0,47024.0,403352.0
6,tls,benchmark_client_disk_write_sectors_delta,Benchmark client disk write sectors,576,42882.22222222222,40712.0,25320.14199002568,24120.0,36266.0,47396.0,614704.0
12,mtls,benchmark_client_disk_write_sectors_delta,Benchmark client disk write sectors,576,66696.43055555556,59432.0,54493.010764206774,35344.0,53232.0,68960.0,887600.0
12,plaintext,benchmark_client_disk_write_sectors_delta,Benchmark client disk write sectors,576,56886.680555555555,56028.0,17401.29902344968,39400.0,50920.0,61396.0,433280.0
12,tls,benchmark_client_disk_write_sectors_delta,Benchmark client disk write sectors,576,58670.48611111111,55200.0,44971.52665159152,37808.0,50730.0,60546.0,880792.0
1,mtls,broker_disk_read_sectors_delta_mean,Broker disk read sectors mean,576,7214.30925925926,0.0,31725.723967155758,0.0,0.0,2656.4,310771.2
1,plaintext,broker_disk_read_sectors_delta_mean,Broker disk read sectors mean,576,9921.351851851852,0.0,35133.84143761692,0.0,0.0,8576.0,394941.3333333333
1,tls,broker_disk_read_sectors_delta_mean,Broker disk read sectors mean,576,11493.967592592593,0.0,47478.80852421633,0.0,0.0,4384.0,449915.2
6,mtls,broker_disk_read_sectors_delta_mean,Broker disk read sectors mean,576,4780.054050925926,0.0,10026.361429156334,0.0,0.0,8889.599999999999,115419.2
6,plaintext,broker_disk_read_sectors_delta_mean,Broker disk read sectors mean,575,6783.957333333334,0.0,12847.056159912652,0.0,0.0,13983.2,169120.0
6,tls,broker_disk_read_sectors_delta_mean,Broker disk read sectors mean,576,4551.987962962962,0.0,10602.95569625023,0.0,0.0,8126.666666666666,145017.6
12,mtls,broker_disk_read_sectors_delta_mean,Broker disk read sectors mean,576,7535.911458333333,0.0,19173.89060897838,0.0,0.0,11666.4,278065.6
12,plaintext,broker_disk_read_sectors_delta_mean,Broker disk read sectors mean,575,7617.137159420289,0.0,16213.081359353304,0.0,0.0,14770.666666666666,158881.6
12,tls,broker_disk_read_sectors_delta_mean,Broker disk read sectors mean,575,5669.323130434782,0.0,12796.861703060416,0.0,0.0,11204.8,142380.8
1,mtls,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,576,6427269.460185185,1788135.2,8091121.765910089,15073.6,247124.8,13094371.733333332,20463229.333333332
1,plaintext,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,576,6362181.942592593,1726936.8,8049537.600739928,16656.0,250652.0,12867400.8,20611715.2
1,tls,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,576,6402656.783333333,1818543.2,8045631.218031658,17988.8,248921.2,12998645.733333332,20262005.333333332
6,mtls,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,576,6487650.010185185,1744412.0,8172578.9894613605,30440.0,265350.0,13798838.8,20277906.666666668
6,plaintext,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,575,6462304.591768116,1742252.8,8173151.489256697,28372.8,265407.2,15525883.2,20373170.666666668
6,tls,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,576,6441134.981481481,1746871.2,8139916.235165162,28467.2,266943.6,13666027.6,20295749.333333332
12,mtls,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,576,6476271.627777778,1615816.0,8267484.930951192,34289.6,257950.39999999997,13760154.533333333,41124512.0
12,plaintext,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,575,6439740.403014492,1688587.2,8132296.209316484,26326.4,272472.8,15481629.6,20274378.666666668
12,tls,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,575,6423354.649971014,1552606.4,8133220.2765142955,31748.8,261662.40000000002,15530343.2,20574584.0
1,mtls,broker_disk_read_sectors_delta_total,Broker disk read sectors total,576,32491.194444444445,0.0,144269.87921413878,0.0,0.0,13274.0,1553856.0
1,plaintext,broker_disk_read_sectors_delta_total,Broker disk read sectors total,576,45899.61111111111,0.0,162881.54811554143,0.0,0.0,36788.0,1437752.0
1,tls,broker_disk_read_sectors_delta_total,Broker disk read sectors total,576,54005.930555555555,0.0,232381.00149932335,0.0,0.0,21920.0,2249576.0
6,mtls,broker_disk_read_sectors_delta_total,Broker disk read sectors total,576,20976.335069444445,0.0,46059.7612926284,0.0,0.0,43164.0,577096.0
6,plaintext,broker_disk_read_sectors_delta_total,Broker disk read sectors total,575,29826.86608695652,0.0,59409.9320963099,0.0,0.0,63560.0,845600.0
6,tls,broker_disk_read_sectors_delta_total,Broker disk read sectors total,576,20183.73611111111,0.0,50677.4237071798,0.0,0.0,27448.0,725088.0
12,mtls,broker_disk_read_sectors_delta_total,Broker disk read sectors total,576,33970.00173611111,0.0,93376.54461429754,0.0,0.0,54786.0,1390328.0
12,plaintext,broker_disk_read_sectors_delta_total,Broker disk read sectors total,575,33994.35130434782,0.0,77311.87656002864,0.0,0.0,64980.0,794408.0
12,tls,broker_disk_read_sectors_delta_total,Broker disk read sectors total,575,24955.464347826088,0.0,58020.5696343456,0.0,0.0,43948.0,711904.0
1,mtls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,576,28526052.097222224,6341656.0,36583830.499519415,75368.0,901458.0,59331076.0,101007328.0
1,plaintext,broker_disk_write_sectors_delta_total,Broker disk write sectors total,576,28257201.402777776,6093404.0,36497172.765574776,83280.0,1210300.0,58811128.0,103058576.0
1,tls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,576,28414081.555555556,6463980.0,36370917.75882966,89944.0,1099782.0,58435332.0,100598496.0
6,mtls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,576,28758678.930555556,6702856.0,36866337.80757592,124824.0,1102964.0,59316814.0,99964536.0
6,plaintext,broker_disk_write_sectors_delta_total,Broker disk write sectors total,575,28626050.504347827,6062288.0,36809796.19169761,141864.0,1100884.0,59306820.0,99763720.0
6,tls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,576,28541271.972222224,6406592.0,36686743.805062346,95560.0,1172440.0,58558712.0,99596552.0
12,mtls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,576,28742783.0,6361108.0,37424584.110111624,171448.0,1239868.0,59129828.0,205622560.0
12,plaintext,broker_disk_write_sectors_delta_total,Broker disk write sectors total,575,28513956.674782608,6284688.0,36579687.45169896,131632.0,1283140.0,58889760.0,99831072.0
12,tls,broker_disk_write_sectors_delta_total,Broker disk write sectors total,575,28440223.179130435,6397104.0,36619474.00150525,158744.0,1187224.0,58371180.0,100135760.0
